time (s),out (V),in (V)
2.367E-9,17.80E-6,5.000
2.367E-9,17.71E-6,5.000
2.367E-9,17.63E-6,5.000
2.367E-9,17.55E-6,5.000
2.367E-9,17.47E-6,5.000
2.367E-9,17.39E-6,5.000
2.367E-9,17.31E-6,5.000
2.367E-9,17.24E-6,5.000
2.367E-9,17.16E-6,5.000
2.367E-9,17.08E-6,5.000
2.368E-9,17.00E-6,5.000
2.368E-9,16.92E-6,5.000
2.368E-9,16.85E-6,5.000
2.368E-9,16.77E-6,5.000
2.368E-9,16.69E-6,5.000
2.368E-9,16.62E-6,5.000
2.368E-9,16.54E-6,5.000
2.368E-9,16.47E-6,5.000
2.368E-9,16.39E-6,5.000
2.368E-9,16.32E-6,5.000
2.369E-9,16.24E-6,5.000
2.369E-9,16.17E-6,5.000
2.369E-9,16.10E-6,5.000
2.369E-9,16.02E-6,5.000
2.369E-9,15.95E-6,5.000
2.369E-9,15.88E-6,5.000
2.369E-9,15.80E-6,5.000
2.369E-9,15.73E-6,5.000
2.369E-9,15.66E-6,5.000
2.369E-9,15.59E-6,5.000
2.370E-9,15.52E-6,5.000
2.370E-9,15.45E-6,5.000
2.370E-9,15.38E-6,5.000
2.370E-9,15.31E-6,5.000
2.370E-9,15.24E-6,5.000
2.370E-9,15.17E-6,5.000
2.370E-9,15.10E-6,5.000
2.370E-9,15.03E-6,5.000
2.370E-9,14.96E-6,5.000
2.370E-9,14.89E-6,5.000
2.371E-9,14.83E-6,5.000
2.371E-9,14.76E-6,5.000
2.371E-9,14.69E-6,5.000
2.371E-9,14.62E-6,5.000
2.371E-9,14.56E-6,5.000
2.371E-9,14.49E-6,5.000
2.371E-9,14.43E-6,5.000
2.371E-9,14.36E-6,5.000
2.371E-9,14.29E-6,5.000
2.371E-9,14.23E-6,5.000
2.372E-9,14.16E-6,5.000
2.372E-9,14.10E-6,5.000
2.372E-9,14.04E-6,5.000
2.372E-9,13.97E-6,5.000
2.372E-9,13.91E-6,5.000
2.372E-9,13.85E-6,5.000
2.372E-9,13.78E-6,5.000
2.372E-9,13.72E-6,5.000
2.372E-9,13.66E-6,5.000
2.372E-9,13.59E-6,5.000
2.373E-9,13.53E-6,5.000
2.373E-9,13.47E-6,5.000
2.373E-9,13.41E-6,5.000
2.373E-9,13.35E-6,5.000
2.373E-9,13.29E-6,5.000
2.373E-9,13.23E-6,5.000
2.373E-9,13.17E-6,5.000
2.373E-9,13.11E-6,5.000
2.373E-9,13.05E-6,5.000
2.373E-9,12.99E-6,5.000
2.374E-9,12.93E-6,5.000
2.374E-9,12.87E-6,5.000
2.374E-9,12.81E-6,5.000
2.374E-9,12.75E-6,5.000
2.374E-9,12.70E-6,5.000
2.374E-9,12.64E-6,5.000
2.374E-9,12.58E-6,5.000
2.374E-9,12.52E-6,5.000
2.374E-9,12.47E-6,5.000
2.374E-9,12.41E-6,5.000
2.375E-9,12.35E-6,5.000
2.375E-9,12.30E-6,5.000
2.375E-9,12.24E-6,5.000
2.375E-9,12.18E-6,5.000
2.375E-9,12.13E-6,5.000
2.375E-9,12.07E-6,5.000
2.375E-9,12.02E-6,5.000
2.375E-9,11.96E-6,5.000
2.375E-9,11.91E-6,5.000
2.375E-9,11.86E-6,5.000
2.376E-9,11.80E-6,5.000
2.376E-9,11.75E-6,5.000
2.376E-9,11.69E-6,5.000
2.376E-9,11.64E-6,5.000
2.376E-9,11.59E-6,5.000
2.376E-9,11.54E-6,5.000
2.376E-9,11.48E-6,5.000
2.376E-9,11.43E-6,5.000
2.376E-9,11.38E-6,5.000
2.376E-9,11.33E-6,5.000
2.377E-9,11.28E-6,5.000
2.377E-9,11.22E-6,5.000
2.377E-9,11.17E-6,5.000
2.377E-9,11.12E-6,5.000
2.377E-9,11.07E-6,5.000
2.377E-9,11.02E-6,5.000
2.377E-9,10.97E-6,5.000
2.377E-9,10.92E-6,5.000
2.377E-9,10.87E-6,5.000
2.377E-9,10.82E-6,5.000
2.378E-9,10.77E-6,5.000
2.378E-9,10.72E-6,5.000
2.378E-9,10.68E-6,5.000
2.378E-9,10.63E-6,5.000
2.378E-9,10.58E-6,5.000
2.378E-9,10.53E-6,5.000
2.378E-9,10.48E-6,5.000
2.378E-9,10.43E-6,5.000
2.378E-9,10.39E-6,5.000
2.378E-9,10.34E-6,5.000
2.379E-9,10.29E-6,5.000
2.379E-9,10.25E-6,5.000
2.379E-9,10.20E-6,5.000
2.379E-9,10.15E-6,5.000
2.379E-9,10.11E-6,5.000
2.379E-9,10.06E-6,5.000
2.379E-9,10.01E-6,5.000
2.379E-9,9.969E-6,5.000
2.379E-9,9.924E-6,5.000
2.379E-9,9.879E-6,5.000
2.380E-9,9.834E-6,5.000
2.380E-9,9.789E-6,5.000
2.380E-9,9.744E-6,5.000
2.380E-9,9.700E-6,5.000
2.380E-9,9.656E-6,5.000
2.380E-9,9.612E-6,5.000
2.380E-9,9.568E-6,5.000
2.380E-9,9.525E-6,5.000
2.380E-9,9.481E-6,5.000
2.380E-9,9.438E-6,5.000
2.381E-9,9.395E-6,5.000
2.381E-9,9.353E-6,5.000
2.381E-9,9.310E-6,5.000
2.381E-9,9.268E-6,5.000
2.381E-9,9.225E-6,5.000
2.381E-9,9.183E-6,5.000
2.381E-9,9.142E-6,5.000
2.381E-9,9.100E-6,5.000
2.381E-9,9.059E-6,5.000
2.381E-9,9.018E-6,5.000
2.382E-9,8.976E-6,5.000
2.382E-9,8.936E-6,5.000
2.382E-9,8.895E-6,5.000
2.382E-9,8.855E-6,5.000
2.382E-9,8.814E-6,5.000
2.382E-9,8.774E-6,5.000
2.382E-9,8.734E-6,5.000
2.382E-9,8.695E-6,5.000
2.382E-9,8.655E-6,5.000
2.382E-9,8.616E-6,5.000
2.383E-9,8.576E-6,5.000
2.383E-9,8.537E-6,5.000
2.383E-9,8.499E-6,5.000
2.383E-9,8.460E-6,5.000
2.383E-9,8.421E-6,5.000
2.383E-9,8.383E-6,5.000
2.383E-9,8.345E-6,5.000
2.383E-9,8.307E-6,5.000
2.383E-9,8.269E-6,5.000
2.383E-9,8.232E-6,5.000
2.384E-9,8.194E-6,5.000
2.384E-9,8.157E-6,5.000
2.384E-9,8.120E-6,5.000
2.384E-9,8.083E-6,5.000
2.384E-9,8.046E-6,5.000
2.384E-9,8.009E-6,5.000
2.384E-9,7.973E-6,5.000
2.384E-9,7.937E-6,5.000
2.384E-9,7.901E-6,5.000
2.384E-9,7.865E-6,5.000
2.385E-9,7.829E-6,5.000
2.385E-9,7.793E-6,5.000
2.385E-9,7.758E-6,5.000
2.385E-9,7.723E-6,5.000
2.385E-9,7.688E-6,5.000
2.385E-9,7.653E-6,5.000
2.385E-9,7.618E-6,5.000
2.385E-9,7.583E-6,5.000
2.385E-9,7.549E-6,5.000
2.385E-9,7.514E-6,5.000
2.386E-9,7.480E-6,5.000
2.386E-9,7.446E-6,5.000
2.386E-9,7.412E-6,5.000
2.386E-9,7.379E-6,5.000
2.386E-9,7.345E-6,5.000
2.386E-9,7.312E-6,5.000
2.386E-9,7.278E-6,5.000
2.386E-9,7.245E-6,5.000
2.386E-9,7.212E-6,5.000
2.386E-9,7.180E-6,5.000
2.387E-9,7.147E-6,5.000
2.387E-9,7.114E-6,5.000
2.387E-9,7.082E-6,5.000
2.387E-9,7.050E-6,5.000
2.387E-9,7.018E-6,5.000
2.387E-9,6.986E-6,5.000
2.387E-9,6.954E-6,5.000
2.387E-9,6.922E-6,5.000
2.387E-9,6.891E-6,5.000
2.387E-9,6.860E-6,5.000
2.388E-9,6.828E-6,5.000
2.388E-9,6.797E-6,5.000
2.388E-9,6.767E-6,5.000
2.388E-9,6.736E-6,5.000
2.388E-9,6.705E-6,5.000
2.388E-9,6.675E-6,5.000
2.388E-9,6.644E-6,5.000
2.388E-9,6.614E-6,5.000
2.388E-9,6.584E-6,5.000
2.388E-9,6.554E-6,5.000
2.389E-9,6.524E-6,5.000
2.389E-9,6.495E-6,5.000
2.389E-9,6.465E-6,5.000
2.389E-9,6.436E-6,5.000
2.389E-9,6.406E-6,5.000
2.389E-9,6.377E-6,5.000
2.389E-9,6.348E-6,5.000
2.389E-9,6.319E-6,5.000
2.389E-9,6.291E-6,5.000
2.389E-9,6.262E-6,5.000
2.390E-9,6.234E-6,5.000
2.390E-9,6.205E-6,5.000
2.390E-9,6.177E-6,5.000
2.390E-9,6.149E-6,5.000
2.390E-9,6.121E-6,5.000
2.390E-9,6.093E-6,5.000
2.390E-9,6.066E-6,5.000
2.390E-9,6.038E-6,5.000
2.390E-9,6.011E-6,5.000
2.390E-9,5.983E-6,5.000
2.391E-9,5.956E-6,5.000
2.391E-9,5.929E-6,5.000
2.391E-9,5.902E-6,5.000
2.391E-9,5.875E-6,5.000
2.391E-9,5.849E-6,5.000
2.391E-9,5.822E-6,5.000
2.391E-9,5.795E-6,5.000
2.391E-9,5.769E-6,5.000
2.391E-9,5.743E-6,5.000
2.391E-9,5.717E-6,5.000
2.392E-9,5.691E-6,5.000
2.392E-9,5.665E-6,5.000
2.392E-9,5.639E-6,5.000
2.392E-9,5.614E-6,5.000
2.392E-9,5.588E-6,5.000
2.392E-9,5.563E-6,5.000
2.392E-9,5.537E-6,5.000
2.392E-9,5.512E-6,5.000
2.392E-9,5.487E-6,5.000
2.392E-9,5.462E-6,5.000
2.393E-9,5.437E-6,5.000
2.393E-9,5.413E-6,5.000
2.393E-9,5.388E-6,5.000
2.393E-9,5.364E-6,5.000
2.393E-9,5.339E-6,5.000
2.393E-9,5.315E-6,5.000
2.393E-9,5.291E-6,5.000
2.393E-9,5.267E-6,5.000
2.393E-9,5.243E-6,5.000
2.393E-9,5.219E-6,5.000
2.394E-9,5.195E-6,5.000
2.394E-9,5.172E-6,5.000
2.394E-9,5.148E-6,5.000
2.394E-9,5.125E-6,5.000
2.394E-9,5.102E-6,5.000
2.394E-9,5.078E-6,5.000
2.394E-9,5.055E-6,5.000
2.394E-9,5.032E-6,5.000
2.394E-9,5.010E-6,5.000
2.394E-9,4.987E-6,5.000
2.395E-9,4.964E-6,5.000
2.395E-9,4.942E-6,5.000
2.395E-9,4.919E-6,5.000
2.395E-9,4.897E-6,5.000
2.395E-9,4.875E-6,5.000
2.395E-9,4.852E-6,5.000
2.395E-9,4.830E-6,5.000
2.395E-9,4.808E-6,5.000
2.395E-9,4.787E-6,5.000
2.395E-9,4.765E-6,5.000
2.396E-9,4.743E-6,5.000
2.396E-9,4.722E-6,5.000
2.396E-9,4.700E-6,5.000
2.396E-9,4.679E-6,5.000
2.396E-9,4.658E-6,5.000
2.396E-9,4.636E-6,5.000
2.396E-9,4.615E-6,5.000
2.396E-9,4.594E-6,5.000
2.396E-9,4.574E-6,5.000
2.396E-9,4.553E-6,5.000
2.397E-9,4.532E-6,5.000
2.397E-9,4.512E-6,5.000
2.397E-9,4.491E-6,5.000
2.397E-9,4.471E-6,5.000
2.397E-9,4.450E-6,5.000
2.397E-9,4.430E-6,5.000
2.397E-9,4.410E-6,5.000
2.397E-9,4.390E-6,5.000
2.397E-9,4.370E-6,5.000
2.397E-9,4.350E-6,5.000
2.398E-9,4.331E-6,5.000
2.398E-9,4.311E-6,5.000
2.398E-9,4.291E-6,5.000
2.398E-9,4.272E-6,5.000
2.398E-9,4.252E-6,5.000
2.398E-9,4.233E-6,5.000
2.398E-9,4.214E-6,5.000
2.398E-9,4.195E-6,5.000
2.398E-9,4.176E-6,5.000
2.398E-9,4.157E-6,5.000
2.399E-9,4.138E-6,5.000
2.399E-9,4.119E-6,5.000
2.399E-9,4.100E-6,5.000
2.399E-9,4.082E-6,5.000
2.399E-9,4.063E-6,5.000
2.399E-9,4.045E-6,5.000
2.399E-9,4.026E-6,5.000
2.399E-9,4.008E-6,5.000
2.399E-9,3.990E-6,5.000
2.399E-9,3.972E-6,5.000
2.400E-9,3.954E-6,5.000
2.400E-9,3.936E-6,5.000
2.400E-9,3.918E-6,5.000
2.400E-9,3.900E-6,5.000
2.400E-9,3.883E-6,5.000
2.400E-9,3.865E-6,5.000
2.400E-9,3.847E-6,5.000
2.400E-9,3.830E-6,5.000
2.400E-9,3.813E-6,5.000
2.400E-9,3.795E-6,5.000
2.401E-9,3.778E-6,5.000
2.401E-9,3.761E-6,5.000
2.401E-9,3.744E-6,5.000
2.401E-9,3.727E-6,5.000
2.401E-9,3.710E-6,5.000
2.401E-9,3.693E-6,5.000
2.401E-9,3.676E-6,5.000
2.401E-9,3.660E-6,5.000
2.401E-9,3.643E-6,5.000
2.401E-9,3.627E-6,5.000
2.402E-9,3.610E-6,5.000
2.402E-9,3.594E-6,5.000
2.402E-9,3.577E-6,5.000
2.402E-9,3.561E-6,5.000
2.402E-9,3.545E-6,5.000
2.402E-9,3.529E-6,5.000
2.402E-9,3.513E-6,5.000
2.402E-9,3.497E-6,5.000
2.402E-9,3.481E-6,5.000
2.402E-9,3.465E-6,5.000
2.403E-9,3.450E-6,5.000
2.403E-9,3.434E-6,5.000
2.403E-9,3.418E-6,5.000
2.403E-9,3.403E-6,5.000
2.403E-9,3.387E-6,5.000
2.403E-9,3.372E-6,5.000
2.403E-9,3.357E-6,5.000
2.403E-9,3.342E-6,5.000
2.403E-9,3.326E-6,5.000
2.403E-9,3.311E-6,5.000
2.404E-9,3.296E-6,5.000
2.404E-9,3.281E-6,5.000
2.404E-9,3.267E-6,5.000
2.404E-9,3.252E-6,5.000
2.404E-9,3.237E-6,5.000
2.404E-9,3.222E-6,5.000
2.404E-9,3.208E-6,5.000
2.404E-9,3.193E-6,5.000
2.404E-9,3.179E-6,5.000
2.404E-9,3.164E-6,5.000
2.405E-9,3.150E-6,5.000
2.405E-9,3.136E-6,5.000
2.405E-9,3.121E-6,5.000
2.405E-9,3.107E-6,5.000
2.405E-9,3.093E-6,5.000
2.405E-9,3.079E-6,5.000
2.405E-9,3.065E-6,5.000
2.405E-9,3.051E-6,5.000
2.405E-9,3.037E-6,5.000
2.405E-9,3.024E-6,5.000
2.406E-9,3.010E-6,5.000
2.406E-9,2.996E-6,5.000
2.406E-9,2.983E-6,5.000
2.406E-9,2.969E-6,5.000
2.406E-9,2.956E-6,5.000
2.406E-9,2.942E-6,5.000
2.406E-9,2.929E-6,5.000
2.406E-9,2.916E-6,5.000
2.406E-9,2.903E-6,5.000
2.406E-9,2.889E-6,5.000
2.407E-9,2.876E-6,5.000
2.407E-9,2.863E-6,5.000
2.407E-9,2.850E-6,5.000
2.407E-9,2.837E-6,5.000
2.407E-9,2.825E-6,5.000
2.407E-9,2.812E-6,5.000
2.407E-9,2.799E-6,5.000
2.407E-9,2.786E-6,5.000
2.407E-9,2.774E-6,5.000
2.407E-9,2.761E-6,5.000
2.408E-9,2.749E-6,5.000
2.408E-9,2.736E-6,5.000
2.408E-9,2.724E-6,5.000
2.408E-9,2.711E-6,5.000
2.408E-9,2.699E-6,5.000
2.408E-9,2.687E-6,5.000
2.408E-9,2.675E-6,5.000
2.408E-9,2.663E-6,5.000
2.408E-9,2.651E-6,5.000
2.408E-9,2.639E-6,5.000
2.409E-9,2.627E-6,5.000
2.409E-9,2.615E-6,5.000
2.409E-9,2.603E-6,5.000
2.409E-9,2.591E-6,5.000
2.409E-9,2.579E-6,5.000
2.409E-9,2.568E-6,5.000
2.409E-9,2.556E-6,5.000
2.409E-9,2.545E-6,5.000
2.409E-9,2.533E-6,5.000
2.409E-9,2.522E-6,5.000
2.410E-9,2.510E-6,5.000
2.410E-9,2.499E-6,5.000
2.410E-9,2.487E-6,5.000
2.410E-9,2.476E-6,5.000
2.410E-9,2.465E-6,5.000
2.410E-9,2.454E-6,5.000
2.410E-9,2.443E-6,5.000
2.410E-9,2.432E-6,5.000
2.410E-9,2.421E-6,5.000
2.410E-9,2.410E-6,5.000
2.411E-9,2.399E-6,5.000
2.411E-9,2.388E-6,5.000
2.411E-9,2.377E-6,5.000
2.411E-9,2.366E-6,5.000
2.411E-9,2.356E-6,5.000
2.411E-9,2.345E-6,5.000
2.411E-9,2.334E-6,5.000
2.411E-9,2.324E-6,5.000
2.411E-9,2.313E-6,5.000
2.411E-9,2.303E-6,5.000
2.412E-9,2.292E-6,5.000
2.412E-9,2.282E-6,5.000
2.412E-9,2.272E-6,5.000
2.412E-9,2.261E-6,5.000
2.412E-9,2.251E-6,5.000
2.412E-9,2.241E-6,5.000
2.412E-9,2.231E-6,5.000
2.412E-9,2.221E-6,5.000
2.412E-9,2.211E-6,5.000
2.412E-9,2.201E-6,5.000
2.413E-9,2.191E-6,5.000
2.413E-9,2.181E-6,5.000
2.413E-9,2.171E-6,5.000
2.413E-9,2.161E-6,5.000
2.413E-9,2.151E-6,5.000
2.413E-9,2.142E-6,5.000
2.413E-9,2.132E-6,5.000
2.413E-9,2.122E-6,5.000
2.413E-9,2.113E-6,5.000
2.413E-9,2.103E-6,5.000
2.414E-9,2.094E-6,5.000
2.414E-9,2.084E-6,5.000
2.414E-9,2.075E-6,5.000
2.414E-9,2.065E-6,5.000
2.414E-9,2.056E-6,5.000
2.414E-9,2.047E-6,5.000
2.414E-9,2.038E-6,5.000
2.414E-9,2.028E-6,5.000
2.414E-9,2.019E-6,5.000
2.414E-9,2.010E-6,5.000
2.415E-9,2.001E-6,5.000
2.415E-9,1.992E-6,5.000
2.415E-9,1.983E-6,5.000
2.415E-9,1.974E-6,5.000
2.415E-9,1.965E-6,5.000
2.415E-9,1.956E-6,5.000
2.415E-9,1.947E-6,5.000
2.415E-9,1.939E-6,5.000
2.415E-9,1.930E-6,5.000
2.415E-9,1.921E-6,5.000
2.416E-9,1.912E-6,5.000
2.416E-9,1.904E-6,5.000
2.416E-9,1.895E-6,5.000
2.416E-9,1.887E-6,5.000
2.416E-9,1.878E-6,5.000
2.416E-9,1.870E-6,5.000
2.416E-9,1.861E-6,5.000
2.416E-9,1.853E-6,5.000
2.416E-9,1.844E-6,5.000
2.416E-9,1.836E-6,5.000
2.417E-9,1.828E-6,5.000
2.417E-9,1.819E-6,5.000
2.417E-9,1.811E-6,5.000
2.417E-9,1.803E-6,5.000
2.417E-9,1.795E-6,5.000
2.417E-9,1.787E-6,5.000
2.417E-9,1.779E-6,5.000
2.417E-9,1.771E-6,5.000
2.417E-9,1.763E-6,5.000
2.417E-9,1.755E-6,5.000
2.418E-9,1.747E-6,5.000
2.418E-9,1.739E-6,5.000
2.418E-9,1.731E-6,5.000
2.418E-9,1.723E-6,5.000
2.418E-9,1.716E-6,5.000
2.418E-9,1.708E-6,5.000
2.418E-9,1.700E-6,5.000
2.418E-9,1.692E-6,5.000
2.418E-9,1.685E-6,5.000
2.418E-9,1.677E-6,5.000
2.419E-9,1.670E-6,5.000
2.419E-9,1.662E-6,5.000
2.419E-9,1.655E-6,5.000
2.419E-9,1.647E-6,5.000
2.419E-9,1.640E-6,5.000
2.419E-9,1.632E-6,5.000
2.419E-9,1.625E-6,5.000
2.419E-9,1.618E-6,5.000
2.419E-9,1.610E-6,5.000
2.419E-9,1.603E-6,5.000
2.420E-9,1.596E-6,5.000
2.420E-9,1.589E-6,5.000
2.420E-9,1.581E-6,5.000
2.420E-9,1.574E-6,5.000
2.420E-9,1.567E-6,5.000
2.420E-9,1.560E-6,5.000
2.420E-9,1.553E-6,5.000
2.420E-9,1.546E-6,5.000
2.420E-9,1.539E-6,5.000
2.420E-9,1.532E-6,5.000
2.421E-9,1.525E-6,5.000
2.421E-9,1.518E-6,5.000
2.421E-9,1.512E-6,5.000
2.421E-9,1.505E-6,5.000
2.421E-9,1.498E-6,5.000
2.421E-9,1.491E-6,5.000
2.421E-9,1.484E-6,5.000
2.421E-9,1.478E-6,5.000
2.421E-9,1.471E-6,5.000
2.421E-9,1.465E-6,5.000
2.422E-9,1.458E-6,5.000
2.422E-9,1.451E-6,5.000
2.422E-9,1.445E-6,5.000
2.422E-9,1.438E-6,5.000
2.422E-9,1.432E-6,5.000
2.422E-9,1.425E-6,5.000
2.422E-9,1.419E-6,5.000
2.422E-9,1.413E-6,5.000
2.422E-9,1.406E-6,5.000
2.422E-9,1.400E-6,5.000
2.423E-9,1.394E-6,5.000
2.423E-9,1.387E-6,5.000
2.423E-9,1.381E-6,5.000
2.423E-9,1.375E-6,5.000
2.423E-9,1.369E-6,5.000
2.423E-9,1.362E-6,5.000
2.423E-9,1.356E-6,5.000
2.423E-9,1.350E-6,5.000
2.423E-9,1.344E-6,5.000
2.423E-9,1.338E-6,5.000
2.424E-9,1.332E-6,5.000
2.424E-9,1.326E-6,5.000
2.424E-9,1.320E-6,5.000
2.424E-9,1.314E-6,5.000
2.424E-9,1.308E-6,5.000
2.424E-9,1.302E-6,5.000
2.424E-9,1.297E-6,5.000
2.424E-9,1.291E-6,5.000
2.424E-9,1.285E-6,5.000
2.424E-9,1.279E-6,5.000
2.425E-9,1.273E-6,5.000
2.425E-9,1.268E-6,5.000
2.425E-9,1.262E-6,5.000
2.425E-9,1.256E-6,5.000
2.425E-9,1.251E-6,5.000
2.425E-9,1.245E-6,5.000
2.425E-9,1.239E-6,5.000
2.425E-9,1.234E-6,5.000
2.425E-9,1.228E-6,5.000
2.425E-9,1.223E-6,5.000
2.426E-9,1.217E-6,5.000
2.426E-9,1.212E-6,5.000
2.426E-9,1.206E-6,5.000
2.426E-9,1.201E-6,5.000
2.426E-9,1.195E-6,5.000
2.426E-9,1.190E-6,5.000
2.426E-9,1.185E-6,5.000
2.426E-9,1.179E-6,5.000
2.426E-9,1.174E-6,5.000
2.426E-9,1.169E-6,5.000
2.427E-9,1.164E-6,5.000
2.427E-9,1.158E-6,5.000
2.427E-9,1.153E-6,5.000
2.427E-9,1.148E-6,5.000
2.427E-9,1.143E-6,5.000
2.427E-9,1.138E-6,5.000
2.427E-9,1.133E-6,5.000
2.427E-9,1.128E-6,5.000
2.427E-9,1.122E-6,5.000
2.427E-9,1.117E-6,5.000
2.428E-9,1.112E-6,5.000
2.428E-9,1.107E-6,5.000
2.428E-9,1.102E-6,5.000
2.428E-9,1.097E-6,5.000
2.428E-9,1.093E-6,5.000
2.428E-9,1.088E-6,5.000
2.428E-9,1.083E-6,5.000
2.428E-9,1.078E-6,5.000
2.428E-9,1.073E-6,5.000
2.428E-9,1.068E-6,5.000
2.429E-9,1.063E-6,5.000
2.429E-9,1.059E-6,5.000
2.429E-9,1.054E-6,5.000
2.429E-9,1.049E-6,5.000
2.429E-9,1.045E-6,5.000
2.429E-9,1.040E-6,5.000
2.429E-9,1.035E-6,5.000
2.429E-9,1.031E-6,5.000
2.429E-9,1.026E-6,5.000
2.429E-9,1.021E-6,5.000
2.430E-9,1.017E-6,5.000
2.430E-9,1.012E-6,5.000
2.430E-9,1.008E-6,5.000
2.430E-9,1.003E-6,5.000
2.430E-9,998.6E-9,5.000
2.430E-9,994.2E-9,5.000
2.430E-9,989.7E-9,5.000
2.430E-9,985.3E-9,5.000
2.430E-9,980.9E-9,5.000
2.430E-9,976.5E-9,5.000
2.431E-9,972.1E-9,5.000
2.431E-9,967.7E-9,5.000
2.431E-9,963.4E-9,5.000
2.431E-9,959.1E-9,5.000
2.431E-9,954.8E-9,5.000
2.431E-9,950.5E-9,5.000
2.431E-9,946.3E-9,5.000
2.431E-9,942.0E-9,5.000
2.431E-9,937.8E-9,5.000
2.431E-9,933.6E-9,5.000
2.432E-9,929.4E-9,5.000
2.432E-9,925.3E-9,5.000
2.432E-9,921.1E-9,5.000
2.432E-9,917.0E-9,5.000
2.432E-9,912.9E-9,5.000
2.432E-9,908.8E-9,5.000
2.432E-9,904.8E-9,5.000
2.432E-9,900.7E-9,5.000
2.432E-9,896.7E-9,5.000
2.432E-9,892.7E-9,5.000
2.433E-9,888.7E-9,5.000
2.433E-9,884.7E-9,5.000
2.433E-9,880.7E-9,5.000
2.433E-9,876.8E-9,5.000
2.433E-9,872.9E-9,5.000
2.433E-9,869.0E-9,5.000
2.433E-9,865.1E-9,5.000
2.433E-9,861.2E-9,5.000
2.433E-9,857.4E-9,5.000
2.433E-9,853.6E-9,5.000
2.434E-9,849.7E-9,5.000
2.434E-9,845.9E-9,5.000
2.434E-9,842.2E-9,5.000
2.434E-9,838.4E-9,5.000
2.434E-9,834.7E-9,5.000
2.434E-9,830.9E-9,5.000
2.434E-9,827.2E-9,5.000
2.434E-9,823.5E-9,5.000
2.434E-9,819.9E-9,5.000
2.434E-9,816.2E-9,5.000
2.435E-9,812.5E-9,5.000
2.435E-9,808.9E-9,5.000
2.435E-9,805.3E-9,5.000
2.435E-9,801.7E-9,5.000
2.435E-9,798.1E-9,5.000
2.435E-9,794.6E-9,5.000
2.435E-9,791.0E-9,5.000
2.435E-9,787.5E-9,5.000
2.435E-9,784.0E-9,5.000
2.435E-9,780.5E-9,5.000
2.436E-9,777.0E-9,5.000
2.436E-9,773.5E-9,5.000
2.436E-9,770.1E-9,5.000
2.436E-9,766.7E-9,5.000
2.436E-9,763.2E-9,5.000
2.436E-9,759.8E-9,5.000
2.436E-9,756.5E-9,5.000
2.436E-9,753.1E-9,5.000
2.436E-9,749.7E-9,5.000
2.436E-9,746.4E-9,5.000
2.437E-9,743.1E-9,5.000
2.437E-9,739.8E-9,5.000
2.437E-9,736.5E-9,5.000
2.437E-9,733.2E-9,5.000
2.437E-9,729.9E-9,5.000
2.437E-9,726.7E-9,5.000
2.437E-9,723.4E-9,5.000
2.437E-9,720.2E-9,5.000
2.437E-9,717.0E-9,5.000
2.437E-9,713.8E-9,5.000
2.438E-9,710.6E-9,5.000
2.438E-9,707.5E-9,5.000
2.438E-9,704.3E-9,5.000
2.438E-9,701.2E-9,5.000
2.438E-9,698.1E-9,5.000
2.438E-9,695.0E-9,5.000
2.438E-9,691.9E-9,5.000
2.438E-9,688.8E-9,5.000
2.438E-9,685.7E-9,5.000
2.438E-9,682.7E-9,5.000
2.439E-9,679.6E-9,5.000
2.439E-9,676.6E-9,5.000
2.439E-9,673.6E-9,5.000
2.439E-9,670.6E-9,5.000
2.439E-9,667.6E-9,5.000
2.439E-9,664.7E-9,5.000
2.439E-9,661.7E-9,5.000
2.439E-9,658.8E-9,5.000
2.439E-9,655.9E-9,5.000
2.439E-9,652.9E-9,5.000
2.440E-9,650.0E-9,5.000
2.440E-9,647.2E-9,5.000
2.440E-9,644.3E-9,5.000
2.440E-9,641.4E-9,5.000
2.440E-9,638.6E-9,5.000
2.440E-9,635.7E-9,5.000
2.440E-9,632.9E-9,5.000
2.440E-9,630.1E-9,5.000
2.440E-9,627.3E-9,5.000
2.440E-9,624.5E-9,5.000
2.441E-9,621.8E-9,5.000
2.441E-9,619.0E-9,5.000
2.441E-9,616.3E-9,5.000
2.441E-9,613.5E-9,5.000
2.441E-9,610.8E-9,5.000
2.441E-9,608.1E-9,5.000
2.441E-9,605.4E-9,5.000
2.441E-9,602.7E-9,5.000
2.441E-9,600.1E-9,5.000
2.441E-9,597.4E-9,5.000
2.442E-9,594.8E-9,5.000
2.442E-9,592.1E-9,5.000
2.442E-9,589.5E-9,5.000
2.442E-9,586.9E-9,5.000
2.442E-9,584.3E-9,5.000
2.442E-9,581.7E-9,5.000
2.442E-9,579.1E-9,5.000
2.442E-9,576.6E-9,5.000
2.442E-9,574.0E-9,5.000
2.442E-9,571.5E-9,5.000
2.443E-9,568.9E-9,5.000
2.443E-9,566.4E-9,5.000
2.443E-9,563.9E-9,5.000
2.443E-9,561.4E-9,5.000
2.443E-9,558.9E-9,5.000
2.443E-9,556.5E-9,5.000
2.443E-9,554.0E-9,5.000
2.443E-9,551.6E-9,5.000
2.443E-9,549.1E-9,5.000
2.443E-9,546.7E-9,5.000
2.444E-9,544.3E-9,5.000
2.444E-9,541.9E-9,5.000
2.444E-9,539.5E-9,5.000
2.444E-9,537.1E-9,5.000
2.444E-9,534.7E-9,5.000
2.444E-9,532.4E-9,5.000
2.444E-9,530.0E-9,5.000
