time (s),out (V),in (V)
2.289E-9,618.8E-6,5.000
2.289E-9,616.0E-6,5.000
2.289E-9,613.1E-6,5.000
2.289E-9,610.3E-6,5.000
2.289E-9,607.6E-6,5.000
2.289E-9,604.8E-6,5.000
2.289E-9,602.0E-6,5.000
2.290E-9,599.3E-6,5.000
2.290E-9,596.6E-6,5.000
2.290E-9,593.8E-6,5.000
2.290E-9,591.1E-6,5.000
2.290E-9,588.4E-6,5.000
2.290E-9,585.8E-6,5.000
2.290E-9,583.1E-6,5.000
2.290E-9,580.4E-6,5.000
2.290E-9,577.8E-6,5.000
2.290E-9,575.2E-6,5.000
2.291E-9,572.5E-6,5.000
2.291E-9,569.9E-6,5.000
2.291E-9,567.3E-6,5.000
2.291E-9,564.7E-6,5.000
2.291E-9,562.2E-6,5.000
2.291E-9,559.6E-6,5.000
2.291E-9,557.0E-6,5.000
2.291E-9,554.5E-6,5.000
2.291E-9,552.0E-6,5.000
2.291E-9,549.5E-6,5.000
2.292E-9,547.0E-6,5.000
2.292E-9,544.5E-6,5.000
2.292E-9,542.0E-6,5.000
2.292E-9,539.5E-6,5.000
2.292E-9,537.1E-6,5.000
2.292E-9,534.6E-6,5.000
2.292E-9,532.2E-6,5.000
2.292E-9,529.7E-6,5.000
2.292E-9,527.3E-6,5.000
2.292E-9,524.9E-6,5.000
2.293E-9,522.5E-6,5.000
2.293E-9,520.2E-6,5.000
2.293E-9,517.8E-6,5.000
2.293E-9,515.4E-6,5.000
2.293E-9,513.1E-6,5.000
2.293E-9,510.7E-6,5.000
2.293E-9,508.4E-6,5.000
2.293E-9,506.1E-6,5.000
2.293E-9,503.8E-6,5.000
2.293E-9,501.5E-6,5.000
2.294E-9,499.2E-6,5.000
2.294E-9,496.9E-6,5.000
2.294E-9,494.7E-6,5.000
2.294E-9,492.4E-6,5.000
2.294E-9,490.2E-6,5.000
2.294E-9,487.9E-6,5.000
2.294E-9,485.7E-6,5.000
2.294E-9,483.5E-6,5.000
2.294E-9,481.3E-6,5.000
2.294E-9,479.1E-6,5.000
2.295E-9,476.9E-6,5.000
2.295E-9,474.7E-6,5.000
2.295E-9,472.6E-6,5.000
2.295E-9,470.4E-6,5.000
2.295E-9,468.3E-6,5.000
2.295E-9,466.1E-6,5.000
2.295E-9,464.0E-6,5.000
2.295E-9,461.9E-6,5.000
2.295E-9,459.8E-6,5.000
2.295E-9,457.7E-6,5.000
2.296E-9,455.6E-6,5.000
2.296E-9,453.5E-6,5.000
2.296E-9,451.5E-6,5.000
2.296E-9,449.4E-6,5.000
2.296E-9,447.4E-6,5.000
2.296E-9,445.3E-6,5.000
2.296E-9,443.3E-6,5.000
2.296E-9,441.3E-6,5.000
2.296E-9,439.3E-6,5.000
2.296E-9,437.3E-6,5.000
2.297E-9,435.3E-6,5.000
2.297E-9,433.3E-6,5.000
2.297E-9,431.3E-6,5.000
2.297E-9,429.3E-6,5.000
2.297E-9,427.4E-6,5.000
2.297E-9,425.4E-6,5.000
2.297E-9,423.5E-6,5.000
2.297E-9,421.6E-6,5.000
2.297E-9,419.6E-6,5.000
2.297E-9,417.7E-6,5.000
2.298E-9,415.8E-6,5.000
2.298E-9,413.9E-6,5.000
2.298E-9,412.0E-6,5.000
2.298E-9,410.2E-6,5.000
2.298E-9,408.3E-6,5.000
2.298E-9,406.4E-6,5.000
2.298E-9,404.6E-6,5.000
2.298E-9,402.7E-6,5.000
2.298E-9,400.9E-6,5.000
2.298E-9,399.1E-6,5.000
2.299E-9,397.3E-6,5.000
2.299E-9,395.4E-6,5.000
2.299E-9,393.6E-6,5.000
2.299E-9,391.8E-6,5.000
2.299E-9,390.1E-6,5.000
2.299E-9,388.3E-6,5.000
2.299E-9,386.5E-6,5.000
2.299E-9,384.7E-6,5.000
2.299E-9,383.0E-6,5.000
2.299E-9,381.2E-6,5.000
2.300E-9,379.5E-6,5.000
2.300E-9,377.8E-6,5.000
2.300E-9,376.1E-6,5.000
2.300E-9,374.3E-6,5.000
2.300E-9,372.6E-6,5.000
2.300E-9,370.9E-6,5.000
2.300E-9,369.3E-6,5.000
2.300E-9,367.6E-6,5.000
2.300E-9,365.9E-6,5.000
2.300E-9,364.2E-6,5.000
2.301E-9,362.6E-6,5.000
2.301E-9,360.9E-6,5.000
2.301E-9,359.3E-6,5.000
2.301E-9,357.6E-6,5.000
2.301E-9,356.0E-6,5.000
2.301E-9,354.4E-6,5.000
2.301E-9,352.8E-6,5.000
2.301E-9,351.2E-6,5.000
2.301E-9,349.6E-6,5.000
2.301E-9,348.0E-6,5.000
2.302E-9,346.4E-6,5.000
2.302E-9,344.8E-6,5.000
2.302E-9,343.2E-6,5.000
2.302E-9,341.7E-6,5.000
2.302E-9,340.1E-6,5.000
2.302E-9,338.6E-6,5.000
2.302E-9,337.0E-6,5.000
2.302E-9,335.5E-6,5.000
2.302E-9,333.9E-6,5.000
2.302E-9,332.4E-6,5.000
2.303E-9,330.9E-6,5.000
2.303E-9,329.4E-6,5.000
2.303E-9,327.9E-6,5.000
2.303E-9,326.4E-6,5.000
2.303E-9,324.9E-6,5.000
2.303E-9,323.4E-6,5.000
2.303E-9,322.0E-6,5.000
2.303E-9,320.5E-6,5.000
2.303E-9,319.0E-6,5.000
2.303E-9,317.6E-6,5.000
2.304E-9,316.1E-6,5.000
2.304E-9,314.7E-6,5.000
2.304E-9,313.3E-6,5.000
2.304E-9,311.8E-6,5.000
2.304E-9,310.4E-6,5.000
2.304E-9,309.0E-6,5.000
2.304E-9,307.6E-6,5.000
2.304E-9,306.2E-6,5.000
2.304E-9,304.8E-6,5.000
2.304E-9,303.4E-6,5.000
2.305E-9,302.0E-6,5.000
2.305E-9,300.6E-6,5.000
2.305E-9,299.3E-6,5.000
2.305E-9,297.9E-6,5.000
2.305E-9,296.5E-6,5.000
2.305E-9,295.2E-6,5.000
2.305E-9,293.8E-6,5.000
2.305E-9,292.5E-6,5.000
2.305E-9,291.2E-6,5.000
2.305E-9,289.8E-6,5.000
2.306E-9,288.5E-6,5.000
2.306E-9,287.2E-6,5.000
2.306E-9,285.9E-6,5.000
2.306E-9,284.6E-6,5.000
2.306E-9,283.3E-6,5.000
2.306E-9,282.0E-6,5.000
2.306E-9,280.7E-6,5.000
2.306E-9,279.4E-6,5.000
2.306E-9,278.2E-6,5.000
2.306E-9,276.9E-6,5.000
2.307E-9,275.6E-6,5.000
2.307E-9,274.4E-6,5.000
2.307E-9,273.1E-6,5.000
2.307E-9,271.9E-6,5.000
2.307E-9,270.6E-6,5.000
2.307E-9,269.4E-6,5.000
2.307E-9,268.2E-6,5.000
2.307E-9,267.0E-6,5.000
2.307E-9,265.7E-6,5.000
2.307E-9,264.5E-6,5.000
2.308E-9,263.3E-6,5.000
2.308E-9,262.1E-6,5.000
2.308E-9,260.9E-6,5.000
2.308E-9,259.7E-6,5.000
2.308E-9,258.6E-6,5.000
2.308E-9,257.4E-6,5.000
2.308E-9,256.2E-6,5.000
2.308E-9,255.0E-6,5.000
2.308E-9,253.9E-6,5.000
2.308E-9,252.7E-6,5.000
2.309E-9,251.6E-6,5.000
2.309E-9,250.4E-6,5.000
2.309E-9,249.3E-6,5.000
2.309E-9,248.1E-6,5.000
2.309E-9,247.0E-6,5.000
2.309E-9,245.9E-6,5.000
2.309E-9,244.8E-6,5.000
2.309E-9,243.7E-6,5.000
2.309E-9,242.5E-6,5.000
2.309E-9,241.4E-6,5.000
2.310E-9,240.3E-6,5.000
2.310E-9,239.2E-6,5.000
2.310E-9,238.2E-6,5.000
2.310E-9,237.1E-6,5.000
2.310E-9,236.0E-6,5.000
2.310E-9,234.9E-6,5.000
2.310E-9,233.8E-6,5.000
2.310E-9,232.8E-6,5.000
2.310E-9,231.7E-6,5.000
2.310E-9,230.7E-6,5.000
2.311E-9,229.6E-6,5.000
2.311E-9,228.6E-6,5.000
2.311E-9,227.5E-6,5.000
2.311E-9,226.5E-6,5.000
2.311E-9,225.4E-6,5.000
2.311E-9,224.4E-6,5.000
2.311E-9,223.4E-6,5.000
2.311E-9,222.4E-6,5.000
2.311E-9,221.4E-6,5.000
2.311E-9,220.4E-6,5.000
2.312E-9,219.4E-6,5.000
2.312E-9,218.4E-6,5.000
2.312E-9,217.4E-6,5.000
2.312E-9,216.4E-6,5.000
2.312E-9,215.4E-6,5.000
2.312E-9,214.4E-6,5.000
2.312E-9,213.4E-6,5.000
2.312E-9,212.4E-6,5.000
2.312E-9,211.5E-6,5.000
2.312E-9,210.5E-6,5.000
2.313E-9,209.6E-6,5.000
2.313E-9,208.6E-6,5.000
2.313E-9,207.7E-6,5.000
2.313E-9,206.7E-6,5.000
2.313E-9,205.8E-6,5.000
2.313E-9,204.8E-6,5.000
2.313E-9,203.9E-6,5.000
2.313E-9,203.0E-6,5.000
2.313E-9,202.0E-6,5.000
2.313E-9,201.1E-6,5.000
2.314E-9,200.2E-6,5.000
2.314E-9,199.3E-6,5.000
2.314E-9,198.4E-6,5.000
2.314E-9,197.5E-6,5.000
2.314E-9,196.6E-6,5.000
2.314E-9,195.7E-6,5.000
2.314E-9,194.8E-6,5.000
2.314E-9,193.9E-6,5.000
2.314E-9,193.0E-6,5.000
2.314E-9,192.1E-6,5.000
2.315E-9,191.3E-6,5.000
2.315E-9,190.4E-6,5.000
2.315E-9,189.5E-6,5.000
2.315E-9,188.7E-6,5.000
2.315E-9,187.8E-6,5.000
2.315E-9,186.9E-6,5.000
2.315E-9,186.1E-6,5.000
2.315E-9,185.2E-6,5.000
2.315E-9,184.4E-6,5.000
2.315E-9,183.6E-6,5.000
2.316E-9,182.7E-6,5.000
2.316E-9,181.9E-6,5.000
2.316E-9,181.1E-6,5.000
2.316E-9,180.2E-6,5.000
2.316E-9,179.4E-6,5.000
2.316E-9,178.6E-6,5.000
2.316E-9,177.8E-6,5.000
2.316E-9,177.0E-6,5.000
2.316E-9,176.2E-6,5.000
2.316E-9,175.4E-6,5.000
2.317E-9,174.6E-6,5.000
2.317E-9,173.8E-6,5.000
2.317E-9,173.0E-6,5.000
2.317E-9,172.2E-6,5.000
2.317E-9,171.4E-6,5.000
2.317E-9,170.6E-6,5.000
2.317E-9,169.8E-6,5.000
2.317E-9,169.1E-6,5.000
2.317E-9,168.3E-6,5.000
2.317E-9,167.5E-6,5.000
2.318E-9,166.8E-6,5.000
2.318E-9,166.0E-6,5.000
2.318E-9,165.2E-6,5.000
2.318E-9,164.5E-6,5.000
2.318E-9,163.7E-6,5.000
2.318E-9,163.0E-6,5.000
2.318E-9,162.3E-6,5.000
2.318E-9,161.5E-6,5.000
2.318E-9,160.8E-6,5.000
2.318E-9,160.0E-6,5.000
2.319E-9,159.3E-6,5.000
2.319E-9,158.6E-6,5.000
2.319E-9,157.9E-6,5.000
2.319E-9,157.2E-6,5.000
2.319E-9,156.4E-6,5.000
2.319E-9,155.7E-6,5.000
2.319E-9,155.0E-6,5.000
2.319E-9,154.3E-6,5.000
2.319E-9,153.6E-6,5.000
2.319E-9,152.9E-6,5.000
2.320E-9,152.2E-6,5.000
2.320E-9,151.5E-6,5.000
2.320E-9,150.8E-6,5.000
2.320E-9,150.1E-6,5.000
2.320E-9,149.4E-6,5.000
2.320E-9,148.8E-6,5.000
2.320E-9,148.1E-6,5.000
2.320E-9,147.4E-6,5.000
2.320E-9,146.7E-6,5.000
2.320E-9,146.1E-6,5.000
2.321E-9,145.4E-6,5.000
2.321E-9,144.7E-6,5.000
2.321E-9,144.1E-6,5.000
2.321E-9,143.4E-6,5.000
2.321E-9,142.8E-6,5.000
2.321E-9,142.1E-6,5.000
2.321E-9,141.5E-6,5.000
2.321E-9,140.8E-6,5.000
2.321E-9,140.2E-6,5.000
2.321E-9,139.6E-6,5.000
2.322E-9,138.9E-6,5.000
2.322E-9,138.3E-6,5.000
2.322E-9,137.7E-6,5.000
2.322E-9,137.0E-6,5.000
2.322E-9,136.4E-6,5.000
2.322E-9,135.8E-6,5.000
2.322E-9,135.2E-6,5.000
2.322E-9,134.5E-6,5.000
2.322E-9,133.9E-6,5.000
2.322E-9,133.3E-6,5.000
2.323E-9,132.7E-6,5.000
2.323E-9,132.1E-6,5.000
2.323E-9,131.5E-6,5.000
2.323E-9,130.9E-6,5.000
2.323E-9,130.3E-6,5.000
2.323E-9,129.7E-6,5.000
2.323E-9,129.1E-6,5.000
2.323E-9,128.5E-6,5.000
2.323E-9,128.0E-6,5.000
2.323E-9,127.4E-6,5.000
2.324E-9,126.8E-6,5.000
2.324E-9,126.2E-6,5.000
2.324E-9,125.6E-6,5.000
2.324E-9,125.1E-6,5.000
2.324E-9,124.5E-6,5.000
2.324E-9,123.9E-6,5.000
2.324E-9,123.4E-6,5.000
2.324E-9,122.8E-6,5.000
2.324E-9,122.2E-6,5.000
2.324E-9,121.7E-6,5.000
2.325E-9,121.1E-6,5.000
2.325E-9,120.6E-6,5.000
2.325E-9,120.0E-6,5.000
2.325E-9,119.5E-6,5.000
2.325E-9,118.9E-6,5.000
2.325E-9,118.4E-6,5.000
2.325E-9,117.9E-6,5.000
2.325E-9,117.3E-6,5.000
2.325E-9,116.8E-6,5.000
2.325E-9,116.2E-6,5.000
2.326E-9,115.7E-6,5.000
2.326E-9,115.2E-6,5.000
2.326E-9,114.7E-6,5.000
2.326E-9,114.1E-6,5.000
2.326E-9,113.6E-6,5.000
2.326E-9,113.1E-6,5.000
2.326E-9,112.6E-6,5.000
2.326E-9,112.1E-6,5.000
2.326E-9,111.6E-6,5.000
2.326E-9,111.1E-6,5.000
2.327E-9,110.6E-6,5.000
2.327E-9,110.0E-6,5.000
2.327E-9,109.5E-6,5.000
2.327E-9,109.0E-6,5.000
2.327E-9,108.5E-6,5.000
2.327E-9,108.1E-6,5.000
2.327E-9,107.6E-6,5.000
2.327E-9,107.1E-6,5.000
2.327E-9,106.6E-6,5.000
2.327E-9,106.1E-6,5.000
2.328E-9,105.6E-6,5.000
2.328E-9,105.1E-6,5.000
2.328E-9,104.7E-6,5.000
2.328E-9,104.2E-6,5.000
2.328E-9,103.7E-6,5.000
2.328E-9,103.2E-6,5.000
2.328E-9,102.8E-6,5.000
2.328E-9,102.3E-6,5.000
2.328E-9,101.8E-6,5.000
2.328E-9,101.4E-6,5.000
2.329E-9,100.9E-6,5.000
2.329E-9,100.4E-6,5.000
2.329E-9,99.98E-6,5.000
2.329E-9,99.53E-6,5.000
2.329E-9,99.07E-6,5.000
2.329E-9,98.62E-6,5.000
2.329E-9,98.17E-6,5.000
2.329E-9,97.72E-6,5.000
2.329E-9,97.28E-6,5.000
2.329E-9,96.84E-6,5.000
2.330E-9,96.39E-6,5.000
2.330E-9,95.96E-6,5.000
2.330E-9,95.52E-6,5.000
2.330E-9,95.08E-6,5.000
2.330E-9,94.65E-6,5.000
2.330E-9,94.22E-6,5.000
2.330E-9,93.79E-6,5.000
2.330E-9,93.36E-6,5.000
2.330E-9,92.94E-6,5.000
2.330E-9,92.51E-6,5.000
2.331E-9,92.09E-6,5.000
2.331E-9,91.67E-6,5.000
2.331E-9,91.25E-6,5.000
2.331E-9,90.84E-6,5.000
2.331E-9,90.42E-6,5.000
2.331E-9,90.01E-6,5.000
2.331E-9,89.60E-6,5.000
2.331E-9,89.19E-6,5.000
2.331E-9,88.79E-6,5.000
2.331E-9,88.38E-6,5.000
2.332E-9,87.98E-6,5.000
2.332E-9,87.58E-6,5.000
2.332E-9,87.18E-6,5.000
2.332E-9,86.78E-6,5.000
2.332E-9,86.39E-6,5.000
2.332E-9,85.99E-6,5.000
2.332E-9,85.60E-6,5.000
2.332E-9,85.21E-6,5.000
2.332E-9,84.82E-6,5.000
2.332E-9,84.44E-6,5.000
2.333E-9,84.05E-6,5.000
2.333E-9,83.67E-6,5.000
2.333E-9,83.29E-6,5.000
2.333E-9,82.91E-6,5.000
2.333E-9,82.53E-6,5.000
2.333E-9,82.15E-6,5.000
2.333E-9,81.78E-6,5.000
2.333E-9,81.41E-6,5.000
2.333E-9,81.04E-6,5.000
2.333E-9,80.67E-6,5.000
2.334E-9,80.30E-6,5.000
2.334E-9,79.93E-6,5.000
2.334E-9,79.57E-6,5.000
2.334E-9,79.21E-6,5.000
2.334E-9,78.84E-6,5.000
2.334E-9,78.49E-6,5.000
2.334E-9,78.13E-6,5.000
2.334E-9,77.77E-6,5.000
2.334E-9,77.42E-6,5.000
2.334E-9,77.06E-6,5.000
2.335E-9,76.71E-6,5.000
2.335E-9,76.36E-6,5.000
2.335E-9,76.02E-6,5.000
2.335E-9,75.67E-6,5.000
2.335E-9,75.32E-6,5.000
2.335E-9,74.98E-6,5.000
2.335E-9,74.64E-6,5.000
2.335E-9,74.30E-6,5.000
2.335E-9,73.96E-6,5.000
2.335E-9,73.62E-6,5.000
2.336E-9,73.29E-6,5.000
2.336E-9,72.95E-6,5.000
2.336E-9,72.62E-6,5.000
2.336E-9,72.29E-6,5.000
2.336E-9,71.96E-6,5.000
2.336E-9,71.63E-6,5.000
2.336E-9,71.31E-6,5.000
2.336E-9,70.98E-6,5.000
2.336E-9,70.66E-6,5.000
2.336E-9,70.34E-6,5.000
2.337E-9,70.02E-6,5.000
2.337E-9,69.70E-6,5.000
2.337E-9,69.38E-6,5.000
2.337E-9,69.06E-6,5.000
2.337E-9,68.75E-6,5.000
2.337E-9,68.44E-6,5.000
2.337E-9,68.12E-6,5.000
2.337E-9,67.81E-6,5.000
2.337E-9,67.50E-6,5.000
2.337E-9,67.20E-6,5.000
2.338E-9,66.89E-6,5.000
2.338E-9,66.59E-6,5.000
2.338E-9,66.28E-6,5.000
2.338E-9,65.98E-6,5.000
2.338E-9,65.68E-6,5.000
2.338E-9,65.38E-6,5.000
2.338E-9,65.08E-6,5.000
2.338E-9,64.79E-6,5.000
2.338E-9,64.49E-6,5.000
2.338E-9,64.20E-6,5.000
2.339E-9,63.90E-6,5.000
2.339E-9,63.61E-6,5.000
2.339E-9,63.32E-6,5.000
2.339E-9,63.03E-6,5.000
2.339E-9,62.75E-6,5.000
2.339E-9,62.46E-6,5.000
2.339E-9,62.18E-6,5.000
2.339E-9,61.89E-6,5.000
2.339E-9,61.61E-6,5.000
2.339E-9,61.33E-6,5.000
2.340E-9,61.05E-6,5.000
2.340E-9,60.77E-6,5.000
2.340E-9,60.50E-6,5.000
2.340E-9,60.22E-6,5.000
2.340E-9,59.95E-6,5.000
2.340E-9,59.67E-6,5.000
2.340E-9,59.40E-6,5.000
2.340E-9,59.13E-6,5.000
2.340E-9,58.86E-6,5.000
2.340E-9,58.59E-6,5.000
2.341E-9,58.33E-6,5.000
2.341E-9,58.06E-6,5.000
2.341E-9,57.80E-6,5.000
2.341E-9,57.53E-6,5.000
2.341E-9,57.27E-6,5.000
2.341E-9,57.01E-6,5.000
2.341E-9,56.75E-6,5.000
2.341E-9,56.49E-6,5.000
2.341E-9,56.23E-6,5.000
2.341E-9,55.98E-6,5.000
2.342E-9,55.72E-6,5.000
2.342E-9,55.47E-6,5.000
2.342E-9,55.22E-6,5.000
2.342E-9,54.96E-6,5.000
2.342E-9,54.71E-6,5.000
2.342E-9,54.46E-6,5.000
2.342E-9,54.22E-6,5.000
2.342E-9,53.97E-6,5.000
2.342E-9,53.72E-6,5.000
2.342E-9,53.48E-6,5.000
2.343E-9,53.23E-6,5.000
2.343E-9,52.99E-6,5.000
2.343E-9,52.75E-6,5.000
2.343E-9,52.51E-6,5.000
2.343E-9,52.27E-6,5.000
2.343E-9,52.03E-6,5.000
2.343E-9,51.80E-6,5.000
2.343E-9,51.56E-6,5.000
2.343E-9,51.32E-6,5.000
2.343E-9,51.09E-6,5.000
2.344E-9,50.86E-6,5.000
2.344E-9,50.63E-6,5.000
2.344E-9,50.40E-6,5.000
2.344E-9,50.17E-6,5.000
2.344E-9,49.94E-6,5.000
2.344E-9,49.71E-6,5.000
2.344E-9,49.48E-6,5.000
2.344E-9,49.26E-6,5.000
2.344E-9,49.03E-6,5.000
2.344E-9,48.81E-6,5.000
2.345E-9,48.59E-6,5.000
2.345E-9,48.37E-6,5.000
2.345E-9,48.15E-6,5.000
2.345E-9,47.93E-6,5.000
2.345E-9,47.71E-6,5.000
2.345E-9,47.49E-6,5.000
2.345E-9,47.27E-6,5.000
2.345E-9,47.06E-6,5.000
2.345E-9,46.84E-6,5.000
2.345E-9,46.63E-6,5.000
2.346E-9,46.42E-6,5.000
2.346E-9,46.21E-6,5.000
2.346E-9,46.00E-6,5.000
2.346E-9,45.79E-6,5.000
2.346E-9,45.58E-6,5.000
2.346E-9,45.37E-6,5.000
2.346E-9,45.16E-6,5.000
2.346E-9,44.96E-6,5.000
2.346E-9,44.75E-6,5.000
2.346E-9,44.55E-6,5.000
2.347E-9,44.35E-6,5.000
2.347E-9,44.14E-6,5.000
2.347E-9,43.94E-6,5.000
2.347E-9,43.74E-6,5.000
2.347E-9,43.54E-6,5.000
2.347E-9,43.35E-6,5.000
2.347E-9,43.15E-6,5.000
2.347E-9,42.95E-6,5.000
2.347E-9,42.76E-6,5.000
2.347E-9,42.56E-6,5.000
2.348E-9,42.37E-6,5.000
2.348E-9,42.17E-6,5.000
2.348E-9,41.98E-6,5.000
2.348E-9,41.79E-6,5.000
2.348E-9,41.60E-6,5.000
2.348E-9,41.41E-6,5.000
2.348E-9,41.22E-6,5.000
2.348E-9,41.03E-6,5.000
2.348E-9,40.85E-6,5.000
2.348E-9,40.66E-6,5.000
2.349E-9,40.48E-6,5.000
2.349E-9,40.29E-6,5.000
2.349E-9,40.11E-6,5.000
2.349E-9,39.92E-6,5.000
2.349E-9,39.74E-6,5.000
2.349E-9,39.56E-6,5.000
2.349E-9,39.38E-6,5.000
2.349E-9,39.20E-6,5.000
2.349E-9,39.02E-6,5.000
2.349E-9,38.85E-6,5.000
2.350E-9,38.67E-6,5.000
2.350E-9,38.49E-6,5.000
2.350E-9,38.32E-6,5.000
2.350E-9,38.14E-6,5.000
2.350E-9,37.97E-6,5.000
2.350E-9,37.80E-6,5.000
2.350E-9,37.62E-6,5.000
2.350E-9,37.45E-6,5.000
2.350E-9,37.28E-6,5.000
2.350E-9,37.11E-6,5.000
2.351E-9,36.94E-6,5.000
2.351E-9,36.77E-6,5.000
2.351E-9,36.61E-6,5.000
2.351E-9,36.44E-6,5.000
2.351E-9,36.27E-6,5.000
2.351E-9,36.11E-6,5.000
2.351E-9,35.94E-6,5.000
2.351E-9,35.78E-6,5.000
2.351E-9,35.62E-6,5.000
2.351E-9,35.46E-6,5.000
2.352E-9,35.29E-6,5.000
2.352E-9,35.13E-6,5.000
2.352E-9,34.97E-6,5.000
2.352E-9,34.81E-6,5.000
2.352E-9,34.66E-6,5.000
2.352E-9,34.50E-6,5.000
2.352E-9,34.34E-6,5.000
2.352E-9,34.18E-6,5.000
2.352E-9,34.03E-6,5.000
2.352E-9,33.87E-6,5.000
2.353E-9,33.72E-6,5.000
2.353E-9,33.56E-6,5.000
2.353E-9,33.41E-6,5.000
2.353E-9,33.26E-6,5.000
2.353E-9,33.11E-6,5.000
2.353E-9,32.96E-6,5.000
2.353E-9,32.81E-6,5.000
2.353E-9,32.66E-6,5.000
2.353E-9,32.51E-6,5.000
2.353E-9,32.36E-6,5.000
2.354E-9,32.21E-6,5.000
2.354E-9,32.07E-6,5.000
2.354E-9,31.92E-6,5.000
2.354E-9,31.78E-6,5.000
2.354E-9,31.63E-6,5.000
2.354E-9,31.49E-6,5.000
2.354E-9,31.34E-6,5.000
2.354E-9,31.20E-6,5.000
2.354E-9,31.06E-6,5.000
2.354E-9,30.92E-6,5.000
2.355E-9,30.78E-6,5.000
2.355E-9,30.64E-6,5.000
2.355E-9,30.50E-6,5.000
2.355E-9,30.36E-6,5.000
2.355E-9,30.22E-6,5.000
2.355E-9,30.08E-6,5.000
2.355E-9,29.94E-6,5.000
2.355E-9,29.81E-6,5.000
2.355E-9,29.67E-6,5.000
2.355E-9,29.54E-6,5.000
2.356E-9,29.40E-6,5.000
2.356E-9,29.27E-6,5.000
2.356E-9,29.13E-6,5.000
2.356E-9,29.00E-6,5.000
2.356E-9,28.87E-6,5.000
2.356E-9,28.74E-6,5.000
2.356E-9,28.61E-6,5.000
2.356E-9,28.48E-6,5.000
2.356E-9,28.35E-6,5.000
2.356E-9,28.22E-6,5.000
2.357E-9,28.09E-6,5.000
2.357E-9,27.96E-6,5.000
2.357E-9,27.83E-6,5.000
2.357E-9,27.71E-6,5.000
2.357E-9,27.58E-6,5.000
2.357E-9,27.46E-6,5.000
2.357E-9,27.33E-6,5.000
2.357E-9,27.21E-6,5.000
2.357E-9,27.08E-6,5.000
2.357E-9,26.96E-6,5.000
2.358E-9,26.84E-6,5.000
2.358E-9,26.71E-6,5.000
2.358E-9,26.59E-6,5.000
2.358E-9,26.47E-6,5.000
2.358E-9,26.35E-6,5.000
2.358E-9,26.23E-6,5.000
2.358E-9,26.11E-6,5.000
2.358E-9,25.99E-6,5.000
2.358E-9,25.87E-6,5.000
2.358E-9,25.76E-6,5.000
2.359E-9,25.64E-6,5.000
2.359E-9,25.52E-6,5.000
2.359E-9,25.41E-6,5.000
2.359E-9,25.29E-6,5.000
2.359E-9,25.17E-6,5.000
2.359E-9,25.06E-6,5.000
2.359E-9,24.95E-6,5.000
2.359E-9,24.83E-6,5.000
2.359E-9,24.72E-6,5.000
2.359E-9,24.61E-6,5.000
2.360E-9,24.49E-6,5.000
2.360E-9,24.38E-6,5.000
2.360E-9,24.27E-6,5.000
2.360E-9,24.16E-6,5.000
2.360E-9,24.05E-6,5.000
2.360E-9,23.94E-6,5.000
2.360E-9,23.83E-6,5.000
2.360E-9,23.72E-6,5.000
2.360E-9,23.62E-6,5.000
2.360E-9,23.51E-6,5.000
2.361E-9,23.40E-6,5.000
2.361E-9,23.29E-6,5.000
2.361E-9,23.19E-6,5.000
2.361E-9,23.08E-6,5.000
2.361E-9,22.98E-6,5.000
2.361E-9,22.87E-6,5.000
2.361E-9,22.77E-6,5.000
2.361E-9,22.67E-6,5.000
2.361E-9,22.56E-6,5.000
2.361E-9,22.46E-6,5.000
2.362E-9,22.36E-6,5.000
2.362E-9,22.26E-6,5.000
2.362E-9,22.15E-6,5.000
2.362E-9,22.05E-6,5.000
2.362E-9,21.95E-6,5.000
2.362E-9,21.85E-6,5.000
2.362E-9,21.75E-6,5.000
2.362E-9,21.65E-6,5.000
2.362E-9,21.56E-6,5.000
2.362E-9,21.46E-6,5.000
2.363E-9,21.36E-6,5.000
2.363E-9,21.26E-6,5.000
2.363E-9,21.17E-6,5.000
2.363E-9,21.07E-6,5.000
2.363E-9,20.97E-6,5.000
2.363E-9,20.88E-6,5.000
2.363E-9,20.78E-6,5.000
2.363E-9,20.69E-6,5.000
2.363E-9,20.59E-6,5.000
2.363E-9,20.50E-6,5.000
2.364E-9,20.41E-6,5.000
2.364E-9,20.31E-6,5.000
2.364E-9,20.22E-6,5.000
2.364E-9,20.13E-6,5.000
2.364E-9,20.04E-6,5.000
2.364E-9,19.95E-6,5.000
2.364E-9,19.86E-6,5.000
2.364E-9,19.76E-6,5.000
2.364E-9,19.67E-6,5.000
2.364E-9,19.59E-6,5.000
2.365E-9,19.50E-6,5.000
2.365E-9,19.41E-6,5.000
2.365E-9,19.32E-6,5.000
2.365E-9,19.23E-6,5.000
2.365E-9,19.14E-6,5.000
2.365E-9,19.06E-6,5.000
2.365E-9,18.97E-6,5.000
2.365E-9,18.88E-6,5.000
2.365E-9,18.80E-6,5.000
2.365E-9,18.71E-6,5.000
2.366E-9,18.63E-6,5.000
2.366E-9,18.54E-6,5.000
2.366E-9,18.46E-6,5.000
2.366E-9,18.37E-6,5.000
2.366E-9,18.29E-6,5.000
2.366E-9,18.21E-6,5.000
2.366E-9,18.12E-6,5.000
2.366E-9,18.04E-6,5.000
2.366E-9,17.96E-6,5.000
2.366E-9,17.88E-6,5.000
